Geneid,SC2,SC2yuan,SC3,SC3yuan
ENSMUSG00000070896,0,6,1,4
ENSMUSG00000090682,0,6,0,5
ENSMUSG00000044457,0,0,0,0
ENSMUSG00000099432,0,3,0,11
ENSMUSG00000041144,0,0,0,0
ENSMUSG00000119743,0,0,0,0
ENSMUSG00000101262,3,224,1,295
ENSMUSG00000101337,10,0,5,0
ENSMUSG00000025986,1312,387,1071,402
ENSMUSG00000100213,3,0,15,0
ENSMUSG00000103129,0,0,0,0
ENSMUSG00000100160,14,9,18,22
ENSMUSG00000101921,0,0,0,3
ENSMUSG00000101447,0,0,0,0
ENSMUSG00000081185,12,5,1,7
ENSMUSG00000103246,0,0,0,0
ENSMUSG00000098876,0,0,0,0
ENSMUSG00000100530,0,0,0,0
ENSMUSG00000104067,0,0,0,0
ENSMUSG00000100033,12,303,16,434
ENSMUSG00000101996,0,0,0,1
ENSMUSG00000096973,0,0,0,0
ENSMUSG00000064943,0,0,0,0
ENSMUSG00000100866,0,0,0,0
ENSMUSG00000101721,0,24,0,16
ENSMUSG00000099376,0,0,0,0
ENSMUSG00000097883,0,0,0,2
ENSMUSG00000099698,0,0,0,0
ENSMUSG00000099454,0,0,0,0
ENSMUSG00000051616,0,0,0,0
ENSMUSG00000099627,0,1,0,0
ENSMUSG00000099577,0,0,0,0
ENSMUSG00000099882,0,0,0,0
ENSMUSG00000101760,0,0,0,0
ENSMUSG00000099608,0,0,0,0
ENSMUSG00000099864,0,0,0,0
ENSMUSG00000100451,0,0,0,0
ENSMUSG00000099941,0,0,0,0
ENSMUSG00000100816,0,0,0,0
ENSMUSG00000026109,0,3,0,1
ENSMUSG00000100671,0,0,0,0
ENSMUSG00000101242,0,0,0,0
ENSMUSG00000099924,0,0,0,0
ENSMUSG00000099625,0,0,0,0
ENSMUSG00000101799,0,0,0,0
ENSMUSG00000045954,0,0,0,0
ENSMUSG00000099741,0,7,0,6
ENSMUSG00000101702,0,0,1,0
ENSMUSG00000026107,267,78,223,66
ENSMUSG00000099413,0,0,0,0
ENSMUSG00000103424,0,0,0,0
ENSMUSG00000101741,0,0,0,0
ENSMUSG00000018417,0,738,0,1035
ENSMUSG00000101724,0,0,0,0
ENSMUSG00000100313,0,0,0,0
ENSMUSG00000100696,2,13,0,4
ENSMUSG00000072324,0,4,0,12
ENSMUSG00000062939,2,0,2,1
ENSMUSG00000101628,0,0,0,0
ENSMUSG00000078291,1,21,1,30
ENSMUSG00000109599,2,0,3,0
ENSMUSG00000026104,733,50,759,87
ENSMUSG00000099569,0,0,0,0
ENSMUSG00000026103,3560,1179,3575,1315
ENSMUSG00000099648,0,0,0,0
ENSMUSG00000065192,0,0,0,0
ENSMUSG00000002881,1614,142,1467,217
ENSMUSG00000097833,2,10,1,6
ENSMUSG00000101501,0,1,0,3
ENSMUSG00000100120,2,0,0,0
ENSMUSG00000099878,0,0,0,0
ENSMUSG00000100007,13,42,7,63
ENSMUSG00000043015,314,19,279,26
ENSMUSG00000103630,1,0,1,0
ENSMUSG00000041439,1299,477,1213,591
ENSMUSG00000100302,0,0,0,0
ENSMUSG00000100230,20,1,14,3
ENSMUSG00000026102,585,144,542,107
ENSMUSG00000041426,334,47,331,83
ENSMUSG00000089802,0,0,0,0
ENSMUSG00000043629,0,0,0,5
ENSMUSG00000026100,0,0,0,1
ENSMUSG00000089334,0,0,0,0
ENSMUSG00000060715,0,0,0,0
ENSMUSG00000026098,206,82,213,102
ENSMUSG00000100763,5,0,5,0
ENSMUSG00000026097,250,6,208,6
ENSMUSG00000100679,0,0,0,0
ENSMUSG00000026096,141,65,121,61
ENSMUSG00000099913,2,7,3,6
ENSMUSG00000101838,0,0,1,0
ENSMUSG00000026095,178,11,157,15
ENSMUSG00000117809,0,0,0,0
ENSMUSG00000100267,0,0,0,0
ENSMUSG00000099450,0,0,0,0
ENSMUSG00000100069,0,9,0,12
ENSMUSG00000096141,1,0,0,0
ENSMUSG00000026094,884,66,839,93
ENSMUSG00000102405,0,0,0,0
ENSMUSG00000042807,37,13,33,14
ENSMUSG00000098443,0,0,0,0
ENSMUSG00000087949,0,0,0,0
ENSMUSG00000102868,0,0,0,0
ENSMUSG00000119657,0,0,0,1
ENSMUSG00000025983,8,10,4,10
ENSMUSG00000041303,494,280,442,314
ENSMUSG00000109809,0,0,0,0
ENSMUSG00000073678,955,178,949,242
ENSMUSG00000104136,4,0,0,0
ENSMUSG00000101130,0,15,0,32
ENSMUSG00000052331,615,438,562,595
ENSMUSG00000101674,0,0,0,0
ENSMUSG00000102503,1,1,0,1
ENSMUSG00000102642,3,0,0,3
ENSMUSG00000025982,6556,4486,5985,5770
ENSMUSG00000103030,0,0,0,0
ENSMUSG00000025981,195,134,178,190
ENSMUSG00000101122,4,1,8,3
ENSMUSG00000025980,5818,1007,5363,1027
ENSMUSG00000073676,219,352,212,445
ENSMUSG00000100736,0,1,0,2
ENSMUSG00000089670,231,319,254,354
ENSMUSG00000025979,458,528,433,667
ENSMUSG00000061863,2,8,2,5
ENSMUSG00000025978,57,70,63,100
ENSMUSG00000097649,0,0,0,0
ENSMUSG00000046994,628,45,692,30
ENSMUSG00000025977,0,0,0,0
ENSMUSG00000100215,4,617,4,717
ENSMUSG00000101945,1,333,1,425
ENSMUSG00000101085,0,0,0,0
ENSMUSG00000038349,0,40,0,43
ENSMUSG00000102145,21,70,28,106
ENSMUSG00000100309,0,0,0,0
ENSMUSG00000102831,0,0,0,0
ENSMUSG00000099950,0,0,0,0
ENSMUSG00000102491,0,0,0,0
ENSMUSG00000100372,0,1,0,0
ENSMUSG00000100944,2,1,2,0
ENSMUSG00000101332,0,0,0,0
ENSMUSG00000045336,0,0,0,0
ENSMUSG00000038331,482,106,471,131
ENSMUSG00000087022,35,11,63,9
ENSMUSG00000104310,0,0,0,0
ENSMUSG00000099945,0,0,0,0
ENSMUSG00000101429,0,0,0,0
ENSMUSG00000101129,1,650,1,893
ENSMUSG00000097519,28,0,24,1
ENSMUSG00000038323,188,67,121,85
ENSMUSG00000048495,103,35,118,50
ENSMUSG00000025971,113,103,119,135
ENSMUSG00000077776,0,0,0,0
ENSMUSG00000101826,0,1,0,6
ENSMUSG00000102685,0,0,0,0
ENSMUSG00000101151,0,0,0,0
ENSMUSG00000119591,0,0,0,0
ENSMUSG00000038305,6,209,2,266
ENSMUSG00000119067,0,0,0,0
ENSMUSG00000091283,0,0,0,0
ENSMUSG00000054770,182,340,171,394
ENSMUSG00000026039,313,12,265,18
ENSMUSG00000063558,11,10,2,4
ENSMUSG00000064294,1,0,0,0
ENSMUSG00000089275,0,0,0,0
ENSMUSG00000038242,0,0,0,0
ENSMUSG00000089822,0,0,0,0
ENSMUSG00000079554,43,7,49,3
ENSMUSG00000103839,22,1,22,0
ENSMUSG00000051223,3047,1099,2601,1294
ENSMUSG00000026034,756,1618,715,2024
ENSMUSG00000026035,232,231,296,243
ENSMUSG00000026036,498,85,499,92
ENSMUSG00000026037,726,176,655,181
ENSMUSG00000119442,1,0,5,0
ENSMUSG00000085054,18,0,23,1
ENSMUSG00000038174,633,104,656,171
ENSMUSG00000026032,509,118,544,131
ENSMUSG00000100202,0,0,0,0
ENSMUSG00000099490,0,0,0,0
ENSMUSG00000059647,43,114,46,183
ENSMUSG00000047528,0,0,0,0
ENSMUSG00000102059,9,0,6,0
ENSMUSG00000101046,0,0,0,0
ENSMUSG00000026031,3441,95,3236,103
ENSMUSG00000100236,0,33,0,32
ENSMUSG00000026029,815,32,729,18
ENSMUSG00000102719,15,1,19,0
ENSMUSG00000099719,1,0,1,0
ENSMUSG00000026028,1242,746,1124,942
ENSMUSG00000026027,200,115,194,156
ENSMUSG00000072295,0,0,1,0
ENSMUSG00000047383,0,0,0,0
ENSMUSG00000099752,0,0,0,0
ENSMUSG00000077616,0,0,0,0
ENSMUSG00000038079,361,103,369,167
ENSMUSG00000097573,2,1,6,0
ENSMUSG00000079550,2,0,1,0
ENSMUSG00000101586,9,0,3,1
ENSMUSG00000099563,0,0,0,0
ENSMUSG00000026024,595,367,508,485
ENSMUSG00000026023,0,13,0,19
ENSMUSG00000099922,0,0,0,0
ENSMUSG00000104502,0,0,0,0
ENSMUSG00000041075,741,151,712,187
ENSMUSG00000097819,21,2,31,0
ENSMUSG00000047361,0,0,0,4
ENSMUSG00000099811,0,0,0,0
ENSMUSG00000101409,0,0,0,0
ENSMUSG00000026021,643,595,633,881
ENSMUSG00000103821,35,1,19,1
ENSMUSG00000101400,0,0,4,0
ENSMUSG00000026020,2467,1016,2121,1290
ENSMUSG00000077345,7,2,3,0
ENSMUSG00000077358,0,0,0,0
ENSMUSG00000089512,5,3,1,3
ENSMUSG00000089093,1,0,4,0
ENSMUSG00000067336,1552,1371,1596,1741
ENSMUSG00000104052,0,0,1,0
ENSMUSG00000103131,0,2,0,0
ENSMUSG00000041040,848,325,777,448
ENSMUSG00000103696,3,0,0,0
ENSMUSG00000100901,1,0,2,1
ENSMUSG00000026018,5,0,3,0
ENSMUSG00000026019,970,113,783,102
ENSMUSG00000026017,194,56,162,65
ENSMUSG00000082609,1,39,4,33
ENSMUSG00000073664,980,202,961,240
ENSMUSG00000100516,0,0,0,0
ENSMUSG00000049439,820,336,826,465
ENSMUSG00000103822,9,0,10,0
ENSMUSG00000026782,1224,473,1072,600
ENSMUSG00000026014,395,242,436,319
ENSMUSG00000081562,1,200,2,227
ENSMUSG00000084400,0,0,0,0
ENSMUSG00000082160,37,8,37,2
ENSMUSG00000103215,0,0,0,0
ENSMUSG00000084151,0,0,0,0
ENSMUSG00000101188,14147,3132,13184,3718
ENSMUSG00000026012,6,4,7,6
ENSMUSG00000086795,0,0,0,0
ENSMUSG00000085965,0,0,0,0
ENSMUSG00000104069,0,0,0,0
ENSMUSG00000083118,0,0,0,0
ENSMUSG00000083355,0,48,1,54
ENSMUSG00000102549,5,0,3,0
ENSMUSG00000026011,2,0,0,0
ENSMUSG00000081382,37,584,44,631
ENSMUSG00000080800,0,109,0,126
ENSMUSG00000026009,36,3,25,1
ENSMUSG00000102561,0,0,1,0
ENSMUSG00000082804,0,3,1,8
ENSMUSG00000082661,0,0,0,0
ENSMUSG00000080785,0,0,0,0
ENSMUSG00000100893,0,0,0,0
ENSMUSG00000085248,0,0,0,0
ENSMUSG00000085447,0,0,0,0
ENSMUSG00000086408,0,0,0,0
ENSMUSG00000100965,0,0,0,0
ENSMUSG00000102168,0,0,0,0
ENSMUSG00000100381,0,0,0,0
ENSMUSG00000086009,0,0,0,0
ENSMUSG00000052062,0,50,0,63
ENSMUSG00000103656,0,0,0,0
ENSMUSG00000104402,0,0,0,0
ENSMUSG00000104081,0,0,0,0
ENSMUSG00000085842,0,0,0,0
ENSMUSG00000103002,0,0,0,0
ENSMUSG00000100344,0,0,0,0
ENSMUSG00000101509,0,0,0,0
ENSMUSG00000085019,0,0,0,0
ENSMUSG00000102359,0,0,0,0
ENSMUSG00000085400,0,0,0,0
ENSMUSG00000100750,2,0,0,0
ENSMUSG00000081950,0,0,0,0
ENSMUSG00000084333,5,6,4,1
ENSMUSG00000025969,10672,452,10958,522
ENSMUSG00000100811,0,0,0,0
ENSMUSG00000103032,39,0,31,1
ENSMUSG00000100426,0,0,0,0
ENSMUSG00000040865,1251,512,1503,572
ENSMUSG00000104991,0,0,0,0
ENSMUSG00000088953,0,0,0,0
ENSMUSG00000081617,1,169,0,183
ENSMUSG00000081429,0,1,1,0
ENSMUSG00000084799,12,22,14,13
ENSMUSG00000101599,54,13,51,6
ENSMUSG00000025968,1768,833,1689,1083
ENSMUSG00000025967,6607,1343,5780,1583
ENSMUSG00000064612,6,0,3,0
ENSMUSG00000064602,9,2,5,0
ENSMUSG00000046856,0,0,0,0
ENSMUSG00000086730,0,0,0,0
ENSMUSG00000102536,0,0,0,0
ENSMUSG00000087561,0,0,0,0
ENSMUSG00000027520,1,0,2,0
ENSMUSG00000119074,0,0,0,0
ENSMUSG00000083039,0,0,0,0
ENSMUSG00000081643,1034,375,1019,444
ENSMUSG00000025964,0,145,0,221
ENSMUSG00000087823,0,0,0,0
ENSMUSG00000115378,0,0,0,0
ENSMUSG00000069085,0,0,0,0
ENSMUSG00000083066,0,0,0,0
ENSMUSG00000025963,0,1,1,9
ENSMUSG00000025962,339,87,284,80
ENSMUSG00000025961,1,0,0,0
ENSMUSG00000080817,0,0,0,0
ENSMUSG00000082373,0,0,0,0
ENSMUSG00000044689,0,0,0,0
ENSMUSG00000025959,1603,392,1453,511
ENSMUSG00000098487,0,0,0,0
ENSMUSG00000086836,1,0,3,0
ENSMUSG00000086721,0,1,0,0
ENSMUSG00000101895,3,0,0,0
ENSMUSG00000099658,0,9,0,6
ENSMUSG00000025958,1243,695,1118,858
ENSMUSG00000025956,306,12,308,28
ENSMUSG00000101832,0,0,1,0
ENSMUSG00000100437,0,0,0,0
ENSMUSG00000087213,63,8,57,0
ENSMUSG00000070871,112,183,108,169
ENSMUSG00000045005,105,30,140,29
ENSMUSG00000102140,0,0,0,2
ENSMUSG00000051344,3851,248,3437,298
ENSMUSG00000097264,2,0,1,0
ENSMUSG00000084416,9994,1670,9294,1961
ENSMUSG00000077471,0,0,0,0
ENSMUSG00000025955,0,0,1,0
ENSMUSG00000090042,0,0,0,0
ENSMUSG00000070870,0,0,0,0
ENSMUSG00000067299,0,0,0,0
ENSMUSG00000025952,0,0,0,0
ENSMUSG00000073658,0,0,0,0
ENSMUSG00000100774,22,3,15,3
ENSMUSG00000044429,6,1,5,0
ENSMUSG00000100846,3,0,6,0
ENSMUSG00000044816,408,32,439,23
ENSMUSG00000025950,2070,1043,1941,1343
ENSMUSG00000025949,1363,1089,1198,1347
ENSMUSG00000025946,0,0,0,0
ENSMUSG00000100503,0,0,0,0
ENSMUSG00000100504,0,176,0,386
ENSMUSG00000099383,0,57,0,76
ENSMUSG00000100340,0,17,0,16
ENSMUSG00000100439,0,0,0,0
ENSMUSG00000119198,0,0,0,1
ENSMUSG00000099819,0,0,0,0
ENSMUSG00000082565,0,0,0,0
ENSMUSG00000082774,1,1322,0,1636
ENSMUSG00000025945,0,0,0,0
ENSMUSG00000081623,0,16,0,23
ENSMUSG00000083242,0,32,0,56
ENSMUSG00000083289,1,13,0,10
ENSMUSG00000015222,0,294,0,398
ENSMUSG00000088850,0,0,0,0
ENSMUSG00000073656,0,0,0,0
ENSMUSG00000065694,0,0,0,0
ENSMUSG00000055567,0,4,0,5
ENSMUSG00000103375,1,0,0,0
ENSMUSG00000026005,732,354,715,434
ENSMUSG00000026004,167,106,165,155
ENSMUSG00000102559,39,0,29,0
ENSMUSG00000102374,16,0,18,0
ENSMUSG00000102776,27,0,13,0
ENSMUSG00000082057,1,0,6,3
ENSMUSG00000103706,15,1,18,0
ENSMUSG00000103756,15,2,28,0
ENSMUSG00000103382,6,2,7,0
ENSMUSG00000103553,0,2,3,0
ENSMUSG00000026003,1667,460,1677,524
ENSMUSG00000082769,15,416,13,406
ENSMUSG00000089420,1,0,0,0
ENSMUSG00000077328,0,0,0,0
ENSMUSG00000061816,1,0,0,0
ENSMUSG00000094191,8,7,5,5
ENSMUSG00000082212,0,0,0,0
ENSMUSG00000026000,474,320,461,378
ENSMUSG00000025991,0,4,0,0
ENSMUSG00000086204,0,0,0,0
ENSMUSG00000077745,0,0,0,0
ENSMUSG00000082473,0,6,0,19
ENSMUSG00000085075,0,0,0,0
ENSMUSG00000104395,0,0,0,0
ENSMUSG00000087329,0,0,0,0
ENSMUSG00000062209,0,15,0,35
ENSMUSG00000102449,0,0,0,0
ENSMUSG00000119120,0,0,0,0
ENSMUSG00000083795,0,0,0,0
ENSMUSG00000080539,0,0,0,0
ENSMUSG00000103307,0,0,0,0
ENSMUSG00000104508,0,0,0,0
ENSMUSG00000103642,0,0,0,0
ENSMUSG00000103809,0,0,0,0
ENSMUSG00000087514,0,0,0,0
ENSMUSG00000084332,0,0,0,0
ENSMUSG00000101387,0,0,0,0
ENSMUSG00000099804,0,0,0,0
ENSMUSG00000100354,0,0,0,0
ENSMUSG00000101156,0,0,0,0
ENSMUSG00000025997,18,109,15,87
ENSMUSG00000100815,0,0,0,0
ENSMUSG00000099954,0,0,0,0
ENSMUSG00000103402,0,0,0,0
ENSMUSG00000053153,0,0,0,0
ENSMUSG00000080524,0,0,0,0
ENSMUSG00000101730,0,173,0,139
ENSMUSG00000103052,0,0,0,0
ENSMUSG00000104287,0,0,0,0
ENSMUSG00000075952,0,0,0,0
ENSMUSG00000118882,0,0,0,0
ENSMUSG00000045648,0,0,0,0
ENSMUSG00000026196,542,30,427,29
ENSMUSG00000089965,3,0,8,0
ENSMUSG00000101551,0,0,0,0
ENSMUSG00000050296,0,0,0,0
ENSMUSG00000101617,0,2,0,0
ENSMUSG00000026192,2801,592,2432,660
ENSMUSG00000026193,2,10996,0,14027
ENSMUSG00000073652,0,0,0,0
ENSMUSG00000101834,2,191,1,214
ENSMUSG00000100319,76,18,78,8
ENSMUSG00000102689,0,0,0,0
ENSMUSG00000099707,0,0,0,0
ENSMUSG00000101211,0,0,0,0
ENSMUSG00000101848,0,0,0,0
ENSMUSG00000101764,0,0,0,0
ENSMUSG00000059483,0,5,0,6
ENSMUSG00000101496,0,90,0,86
ENSMUSG00000102123,0,0,0,0
ENSMUSG00000039395,11,3,8,5
ENSMUSG00000118839,0,0,0,0
ENSMUSG00000119668,0,5,0,3
ENSMUSG00000119873,0,0,0,2
ENSMUSG00000118790,0,0,0,0
ENSMUSG00000026189,164,14,182,14
ENSMUSG00000026188,0,3,0,5
ENSMUSG00000026187,391,242,324,355
ENSMUSG00000039372,4,1,2,5
ENSMUSG00000085812,0,3,0,1
ENSMUSG00000039354,535,107,585,132
ENSMUSG00000110712,0,0,0,0
ENSMUSG00000039342,3,0,0,0
ENSMUSG00000110487,0,0,0,0
ENSMUSG00000110596,0,0,0,0
ENSMUSG00000046330,106,278,103,284
ENSMUSG00000039323,1,10,0,10
ENSMUSG00000026185,4,128124,2,157009
ENSMUSG00000101968,0,0,0,0
ENSMUSG00000026182,0,0,0,0
ENSMUSG00000102266,6,0,0,1
ENSMUSG00000101112,0,0,0,0
ENSMUSG00000100697,0,0,0,0
ENSMUSG00000099877,0,0,0,0
ENSMUSG00000101812,0,0,0,0
ENSMUSG00000100044,0,0,0,0
ENSMUSG00000100444,0,0,0,0
ENSMUSG00000100429,0,0,0,0
ENSMUSG00000100301,0,0,0,0
ENSMUSG00000101344,0,1,0,0
ENSMUSG00000098504,0,0,0,0
ENSMUSG00000055322,2,675,1,815
ENSMUSG00000061815,2,1,1,1
ENSMUSG00000026180,4,0,2,0
ENSMUSG00000048480,0,0,0,0
ENSMUSG00000087820,0,0,0,0
ENSMUSG00000118939,0,0,0,0
ENSMUSG00000006304,8459,4174,8274,5126
ENSMUSG00000064272,1,0,0,0
ENSMUSG00000006299,1536,1248,1598,1562
ENSMUSG00000101503,0,0,0,0
ENSMUSG00000026179,347,383,372,395
ENSMUSG00000103013,4,0,2,0
ENSMUSG00000006301,1464,480,1324,752
ENSMUSG00000099931,0,0,0,0
ENSMUSG00000103403,0,0,0,0
ENSMUSG00000073650,25,0,25,0
ENSMUSG00000026177,1632,65,1749,64
ENSMUSG00000026176,1091,657,957,866
ENSMUSG00000065468,8,0,1,3
ENSMUSG00000026175,18,0,19,3
ENSMUSG00000033364,1029,148,879,160
ENSMUSG00000103227,0,0,4,0
ENSMUSG00000026174,1446,333,1388,412
ENSMUSG00000026173,9,5,11,5
ENSMUSG00000026135,668,397,639,434
ENSMUSG00000026172,273,78,276,88
ENSMUSG00000026171,270,211,246,305
ENSMUSG00000033276,27,121,25,151
ENSMUSG00000033257,2525,375,2320,486
ENSMUSG00000026170,568,57,589,71
ENSMUSG00000006542,5,0,3,0
ENSMUSG00000033227,434,22,465,4
ENSMUSG00000099472,13,0,12,0
ENSMUSG00000026167,1,0,0,0
ENSMUSG00000089964,0,0,0,0
ENSMUSG00000090071,0,0,0,1
ENSMUSG00000055197,0,0,0,0
ENSMUSG00000006546,0,0,0,0
ENSMUSG00000065616,0,0,0,0
ENSMUSG00000047021,0,0,0,0
ENSMUSG00000089653,0,0,0,0
ENSMUSG00000006538,1,0,0,0
ENSMUSG00000103145,0,0,0,0
ENSMUSG00000026162,82,13,56,17
ENSMUSG00000026205,5,7,7,6
ENSMUSG00000033159,670,593,726,848
ENSMUSG00000049339,3438,387,3409,513
ENSMUSG00000026197,267,81,289,75
ENSMUSG00000026198,58,6,52,7
ENSMUSG00000099519,0,0,0,0
ENSMUSG00000033124,716,419,690,491
ENSMUSG00000026199,603,514,643,592
ENSMUSG00000026200,131,327,105,393
ENSMUSG00000026201,618,400,615,461
ENSMUSG00000026202,1922,200,1692,279
ENSMUSG00000096094,1,0,3,0
ENSMUSG00000118482,0,0,0,0
ENSMUSG00000026203,300,1029,333,1167
ENSMUSG00000026204,67,568,64,717
ENSMUSG00000101840,0,0,0,1
ENSMUSG00000033061,10,4,11,8
ENSMUSG00000100556,2,0,0,0
ENSMUSG00000026209,587,908,669,989
ENSMUSG00000026208,19,0,18,6
ENSMUSG00000085653,0,0,0,0
ENSMUSG00000026207,297,67,331,71
ENSMUSG00000086053,0,0,0,0
ENSMUSG00000033021,702,179,732,266
ENSMUSG00000033007,0,4,0,4
ENSMUSG00000102605,0,0,0,0
ENSMUSG00000032997,161,905,196,939
ENSMUSG00000026211,0,17,0,40
ENSMUSG00000051703,9,12,2,26
ENSMUSG00000032968,0,4,0,2
ENSMUSG00000082745,0,0,0,0
ENSMUSG00000026213,518,140,537,187
ENSMUSG00000082059,0,0,0,0
ENSMUSG00000006576,1,130,0,120
ENSMUSG00000083244,0,0,0,0
ENSMUSG00000082528,0,0,0,1
ENSMUSG00000082012,0,2,0,3
ENSMUSG00000099996,0,0,0,0
ENSMUSG00000101763,0,0,0,0
ENSMUSG00000100827,0,0,0,0
ENSMUSG00000100553,0,0,0,0
ENSMUSG00000098611,0,0,0,0
ENSMUSG00000100534,0,0,0,0
ENSMUSG00000102904,0,0,0,0
ENSMUSG00000026235,0,370,0,560
ENSMUSG00000099141,0,0,0,0
ENSMUSG00000101849,0,0,0,0
ENSMUSG00000101506,0,0,0,4
ENSMUSG00000065215,0,0,0,0
ENSMUSG00000102052,0,0,0,0
ENSMUSG00000004872,2,3,1,16
ENSMUSG00000118426,0,0,0,0
ENSMUSG00000032908,4,0,3,0
ENSMUSG00000099561,0,0,0,0
ENSMUSG00000102945,0,0,0,0
ENSMUSG00000026245,2233,308,2123,353
ENSMUSG00000101798,2,0,1,0
ENSMUSG00000104018,19,2,8,0
ENSMUSG00000090486,0,0,0,0
ENSMUSG00000012187,96,4,59,7
ENSMUSG00000099364,0,0,0,0
ENSMUSG00000119116,0,0,0,0
ENSMUSG00000100562,0,0,0,0
ENSMUSG00000032883,504,1002,491,1196
ENSMUSG00000079470,104,86,146,125
ENSMUSG00000099377,69,124,53,141
ENSMUSG00000099706,0,0,0,0
ENSMUSG00000047330,2,8,0,10
ENSMUSG00000101324,0,0,0,0
ENSMUSG00000072978,93,62,41,71
ENSMUSG00000119438,0,0,0,0
ENSMUSG00000050711,3,0,1,1
ENSMUSG00000099562,0,0,0,0
ENSMUSG00000077782,0,0,0,0
ENSMUSG00000054702,869,54,814,61
ENSMUSG00000102235,24,1,17,0
ENSMUSG00000073643,960,504,948,560
ENSMUSG00000104497,1,0,1,0
ENSMUSG00000026248,448,67,421,105
ENSMUSG00000026249,0,15085,0,19308
ENSMUSG00000067106,243,87,257,60
ENSMUSG00000100397,28,16,30,9
ENSMUSG00000099753,0,0,0,0
ENSMUSG00000118883,0,0,0,4
ENSMUSG00000102518,0,0,0,0
ENSMUSG00000099552,0,0,0,0
ENSMUSG00000043230,0,0,0,0
ENSMUSG00000101257,0,0,0,0
ENSMUSG00000103404,0,0,0,0
ENSMUSG00000004364,1755,1547,1794,2021
ENSMUSG00000103076,3,0,5,0
ENSMUSG00000103525,2,0,1,0
ENSMUSG00000101722,0,0,0,0
ENSMUSG00000090637,0,0,0,0
ENSMUSG00000101483,0,0,0,0
ENSMUSG00000110100,0,0,0,0
ENSMUSG00000038608,3232,114,3194,160
ENSMUSG00000103192,0,0,0,0
ENSMUSG00000104488,0,0,1,0
ENSMUSG00000102721,0,0,0,0
ENSMUSG00000099949,0,2,0,0
ENSMUSG00000099918,0,0,0,0
ENSMUSG00000054976,1,0,0,0
ENSMUSG00000104029,0,0,0,0
ENSMUSG00000101986,0,109,0,96
ENSMUSG00000087008,6,9,12,3
ENSMUSG00000100561,0,720,1,666
ENSMUSG00000103571,0,0,0,0
ENSMUSG00000098797,0,0,0,0
ENSMUSG00000055980,0,185,0,188
ENSMUSG00000022591,0,0,0,0
ENSMUSG00000026142,809,96,893,75
ENSMUSG00000104493,2,0,3,1
ENSMUSG00000100786,0,0,1,1
ENSMUSG00000067158,7,0,5,0
ENSMUSG00000079465,5,9,4,7
ENSMUSG00000097564,1,3,4,3
ENSMUSG00000026150,1099,1083,1008,1483
ENSMUSG00000101450,14,8,20,18
ENSMUSG00000026149,0,2,4,0
ENSMUSG00000114299,1,1,1,0
ENSMUSG00000099771,0,3,0,1
ENSMUSG00000102280,0,0,0,0
ENSMUSG00000100170,0,0,0,0
ENSMUSG00000100744,0,47,0,33
ENSMUSG00000026159,2327,1045,2388,1502
ENSMUSG00000113880,0,0,8,0
ENSMUSG00000113973,0,0,0,0
ENSMUSG00000113846,0,0,0,0
ENSMUSG00000113084,0,0,0,0
ENSMUSG00000113925,0,0,0,0
ENSMUSG00000114011,0,0,0,0
ENSMUSG00000113097,0,0,0,0
ENSMUSG00000101784,5,62,2,61
ENSMUSG00000038496,0,0,0,0
ENSMUSG00000100432,0,540,0,536
ENSMUSG00000100190,0,0,0,0
ENSMUSG00000113267,0,3,0,0
ENSMUSG00000104423,0,0,0,0
ENSMUSG00000101315,0,0,0,0
ENSMUSG00000099691,0,0,0,0
ENSMUSG00000026166,0,1,0,6
ENSMUSG00000101173,1,5,1,11
ENSMUSG00000053161,0,0,0,1
ENSMUSG00000101896,0,9,0,6
ENSMUSG00000026163,0,0,0,0
ENSMUSG00000079140,2,2,6,10
ENSMUSG00000104374,0,0,0,0
ENSMUSG00000104219,0,0,0,0
ENSMUSG00000100580,0,0,0,0
ENSMUSG00000077736,0,0,0,0
ENSMUSG00000045658,733,416,731,493
ENSMUSG00000102750,1,0,1,0
ENSMUSG00000101934,0,5,0,5
ENSMUSG00000098851,0,0,1,0
ENSMUSG00000036766,18,20,9,20
ENSMUSG00000104396,0,0,2,0
ENSMUSG00000102481,0,0,0,0
ENSMUSG00000093254,0,0,0,0
ENSMUSG00000026219,5517,3768,5146,5020
ENSMUSG00000103505,2,0,2,1
ENSMUSG00000104503,13,1,14,2
ENSMUSG00000073633,35,3,41,4
ENSMUSG00000026220,5,0,3,2
ENSMUSG00000118590,67,0,73,6
ENSMUSG00000099693,194,11,179,6
ENSMUSG00000052477,240,6,282,10
ENSMUSG00000064281,121,129,74,113
ENSMUSG00000118640,13,0,9,3
ENSMUSG00000061852,34,1,15,0
ENSMUSG00000089976,0,0,0,0
ENSMUSG00000101279,4,5,5,3
ENSMUSG00000089844,15,0,9,1
ENSMUSG00000073631,0,0,4,0
ENSMUSG00000072109,62,4,64,0
ENSMUSG00000090128,3,0,1,0
ENSMUSG00000090186,2,0,0,0
ENSMUSG00000089716,29,3,16,4
ENSMUSG00000079457,26,0,22,0
ENSMUSG00000118618,0,0,0,0
ENSMUSG00000090252,28,1,24,0
ENSMUSG00000079455,16,0,22,0
ENSMUSG00000091199,1,0,3,0
ENSMUSG00000089652,1,0,1,0
ENSMUSG00000089937,0,0,0,0
ENSMUSG00000118591,21,2,15,0
ENSMUSG00000101751,9,0,12,0
ENSMUSG00000089714,3,0,1,0
