Geneid,NEGF1,NEGF1yuan,NEGF2yuan,NEGF3,NEGF3yuan
ENSG00000206646,0,0,0,0,1
ENSG00000225925,0,0,0,1,0
ENSG00000181704,574,668,523,651,652
ENSG00000206747,0,0,0,0,0
ENSG00000236735,148,150,174,125,178
ENSG00000234463,0,0,0,0,0
ENSG00000130052,145,245,209,171,180
ENSG00000232267,4,4,1,0,9
ENSG00000213740,302,404,429,233,410
ENSG00000090776,544,413,525,518,472
ENSG00000181191,442,422,442,444,431
ENSG00000172186,0,0,0,0,0
ENSG00000215162,0,0,0,0,0
ENSG00000231706,0,0,0,0,0
ENSG00000130054,0,1,0,0,0
ENSG00000228160,0,0,0,0,0
ENSG00000158813,4,2,5,2,4
ENSG00000285776,0,0,0,0,0
ENSG00000212434,0,0,0,0,0
ENSG00000233229,1,1,1,8,1
ENSG00000211991,0,0,0,0,0
ENSG00000286077,0,0,0,0,0
ENSG00000147160,0,0,0,0,0
ENSG00000189401,1,0,0,0,0
ENSG00000226579,0,0,0,0,0
ENSG00000235382,0,0,0,0,0
ENSG00000089289,631,651,528,705,677
ENSG00000220925,2,2,1,3,0
ENSG00000203588,6,7,3,1,5
ENSG00000184210,0,0,0,0,0
ENSG00000242657,0,0,0,0,0
ENSG00000204195,0,0,0,0,0
ENSG00000200473,1,0,0,0,0
ENSG00000186912,7,8,2,10,5
ENSG00000120500,21,18,16,30,15
ENSG00000147127,5,9,8,7,9
ENSG00000120509,397,610,505,389,549
ENSG00000090889,715,748,693,737,808
ENSG00000231053,0,1,0,3,0
ENSG00000201377,0,0,0,0,2
ENSG00000130055,1,4,3,1,0
ENSG00000284391,5,1,4,0,6
ENSG00000082458,282,311,287,320,281
ENSG00000200431,0,0,0,0,0
ENSG00000231651,5,4,0,4,2
ENSG00000120498,0,0,0,0,0
ENSG00000230187,0,0,0,0,0
ENSG00000277492,0,0,0,0,0
ENSG00000280704,0,0,0,0,0
ENSG00000213747,0,0,0,0,1
ENSG00000165349,0,0,3,3,3
ENSG00000230629,749,966,864,685,1140
ENSG00000229324,0,0,0,2,1
ENSG00000212605,0,0,0,0,0
ENSG00000227536,1,1,3,4,6
ENSG00000147164,929,1123,1173,887,1198
ENSG00000184481,246,148,172,253,131
ENSG00000204165,0,0,0,0,0
ENSG00000285171,0,0,0,0,0
ENSG00000147168,0,0,1,0,0
ENSG00000184634,1227,1197,1198,1263,1112
ENSG00000196338,25,20,12,20,11
ENSG00000228427,0,0,0,0,0
ENSG00000169562,0,1,0,0,1
ENSG00000147130,1062,1233,1241,1086,1112
ENSG00000147140,4088,5765,5765,4071,6062
ENSG00000147166,8,15,3,7,11
ENSG00000224208,1,3,2,0,2
ENSG00000213706,3,3,1,2,1
ENSG00000147133,727,860,733,778,722
ENSG00000275975,0,0,0,0,0
ENSG00000229601,1,1,3,1,1
ENSG00000213018,4,3,1,1,8
ENSG00000199751,0,0,0,0,0
ENSG00000243468,0,0,1,0,0
ENSG00000215120,0,0,0,1,0
ENSG00000147162,6790,4328,3523,7079,4290
ENSG00000147174,29,37,16,31,19
ENSG00000186810,0,0,0,1,0
ENSG00000237265,2,0,0,0,0
ENSG00000283599,0,0,0,3,0
ENSG00000230934,0,0,0,0,0
ENSG00000281852,0,1,0,0,0
ENSG00000215115,0,0,0,0,0
ENSG00000226870,0,0,0,0,0
ENSG00000237182,0,0,0,0,0
ENSG00000237717,0,0,0,0,0
ENSG00000234442,0,0,0,0,0
ENSG00000215113,0,0,0,0,0
ENSG00000224617,0,0,0,0,0
ENSG00000229030,0,0,0,0,0
ENSG00000283178,0,0,0,0,0
ENSG00000204131,298,286,249,421,252
ENSG00000201392,0,0,0,0,0
ENSG00000196933,0,1,0,1,1
ENSG00000242732,213,350,368,218,332
ENSG00000225471,0,0,0,0,0
ENSG00000102309,30,79,73,46,75
ENSG00000239577,0,0,0,0,0
ENSG00000186871,218,213,185,176,214
ENSG00000198034,5353,6773,6050,5368,7256
ENSG00000238926,0,0,0,0,0
ENSG00000125931,0,0,0,0,0
ENSG00000285547,0,0,0,0,0
ENSG00000147099,209,162,154,171,192
ENSG00000222810,0,0,1,0,0
ENSG00000067177,140,158,125,147,129
ENSG00000225858,0,0,0,0,0
ENSG00000231944,0,0,0,0,0
ENSG00000273788,0,0,0,0,0
ENSG00000213698,2,2,0,0,1
ENSG00000201271,0,0,0,0,0
ENSG00000184911,0,0,0,0,0
ENSG00000269911,0,0,0,0,0
ENSG00000268994,0,0,0,0,0
ENSG00000225396,0,0,0,0,0
ENSG00000269502,0,0,0,0,0
ENSG00000283594,0,0,0,0,0
ENSG00000275520,0,0,0,0,0
ENSG00000226725,0,0,0,0,0
ENSG00000184388,0,0,0,0,0
ENSG00000186288,0,0,0,0,0
ENSG00000231963,0,0,0,0,0
ENSG00000204118,0,0,0,0,0
ENSG00000186462,0,1,0,0,2
ENSG00000230311,127,142,121,120,129
ENSG00000237014,0,0,0,0,0
ENSG00000225664,0,0,0,0,0
ENSG00000207486,0,0,0,0,0
ENSG00000131264,0,0,0,0,0
ENSG00000233162,0,0,0,0,0
ENSG00000269904,14,11,12,16,9
ENSG00000237475,0,0,0,0,0
ENSG00000204116,282,321,211,307,272
ENSG00000230146,16,6,8,1,13
ENSG00000270641,1,0,0,0,2
ENSG00000229807,0,0,0,0,0
ENSG00000274655,0,0,0,0,0
ENSG00000277577,0,0,0,0,0
ENSG00000278039,0,0,0,0,0
ENSG00000182707,0,0,0,0,0
ENSG00000230590,759,598,468,909,646
ENSG00000225470,44,63,45,78,92
ENSG00000274430,0,0,0,0,0
ENSG00000276784,0,0,0,0,0
ENSG00000228906,9,10,9,4,4
ENSG00000271199,3,2,0,0,2
ENSG00000233984,0,0,0,0,0
ENSG00000203397,0,0,0,1,4
ENSG00000234969,5,1,1,4,0
ENSG00000223650,1,2,0,3,4
ENSG00000232928,1,3,0,3,0
ENSG00000280375,0,0,0,0,1
ENSG00000230986,0,0,0,0,0
ENSG00000224430,0,0,0,4,0
ENSG00000231549,1,2,2,4,1
ENSG00000204113,0,0,0,0,0
ENSG00000228492,57,55,48,61,49
ENSG00000271533,128,118,64,131,80
ENSG00000202566,0,0,0,0,0
ENSG00000212027,0,0,0,0,0
ENSG00000283534,0,0,0,0,0
ENSG00000265727,4,2,4,2,4
ENSG00000278421,0,0,0,0,0
ENSG00000273974,0,0,0,0,0
ENSG00000275254,0,0,0,0,0
ENSG00000275625,0,0,0,0,0
ENSG00000207820,0,0,2,1,3
ENSG00000199168,0,0,0,0,0
ENSG00000277922,0,0,0,0,0
ENSG00000187969,0,0,0,0,0
ENSG00000226515,0,0,0,0,2
ENSG00000213269,5,0,0,2,0
ENSG00000239745,0,0,0,0,0
ENSG00000230665,1,0,0,0,1
ENSG00000213695,1,0,1,1,0
ENSG00000147100,1373,1551,1473,1394,1509
ENSG00000231206,0,0,0,1,0
ENSG00000131263,1156,1422,1253,1311,1488
ENSG00000230673,0,0,0,0,0
ENSG00000199885,0,0,0,0,0
ENSG00000050030,1,0,0,0,0
ENSG00000271589,0,0,0,0,0
ENSG00000131269,227,296,267,268,326
ENSG00000094841,128,161,131,108,165
ENSG00000229661,0,0,0,0,0
ENSG00000199601,0,0,0,0,0
ENSG00000232186,9,5,4,7,3
ENSG00000102383,2,1,1,2,0
ENSG00000233254,3,0,1,1,0
ENSG00000237089,0,0,0,0,0
ENSG00000224775,0,1,0,1,0
ENSG00000215105,336,338,261,372,288
ENSG00000186675,0,0,0,0,0
ENSG00000233063,0,0,0,0,0
ENSG00000226753,0,0,0,0,0
ENSG00000226854,0,0,0,0,0
ENSG00000232332,0,2,0,0,1
ENSG00000102390,238,271,284,239,293
ENSG00000237252,0,0,0,0,0
ENSG00000201826,0,0,0,0,0
ENSG00000274398,0,0,0,0,0
ENSG00000213684,1,2,6,4,4
ENSG00000198934,54,101,80,63,50
ENSG00000223259,0,0,0,0,0
ENSG00000235447,0,0,0,0,0
ENSG00000280870,0,0,0,0,0
ENSG00000283242,0,0,0,0,0
ENSG00000207995,0,0,0,0,0
ENSG00000201447,0,0,0,0,0
ENSG00000234404,0,0,0,0,0
ENSG00000196468,0,0,0,0,0
ENSG00000085224,1820,1698,1262,1788,1593
ENSG00000237106,0,0,0,0,0
ENSG00000102158,1468,1876,1624,1500,1759
ENSG00000200906,0,0,0,0,0
ENSG00000263410,0,0,0,0,0
ENSG00000131174,291,629,391,299,604
ENSG00000165240,363,347,288,407,301
ENSG00000102144,8774,7341,6798,9077,7717
ENSG00000248503,0,1,1,2,1
ENSG00000226784,75,46,71,37,42
ENSG00000187325,251,389,281,254,397
ENSG00000223592,0,0,0,0,0
ENSG00000173198,0,0,1,0,1
ENSG00000224755,0,0,0,0,1
ENSG00000235061,0,0,0,0,0
ENSG00000179300,14,60,61,24,50
ENSG00000271433,0,0,0,0,0
ENSG00000147145,35,53,37,41,35
ENSG00000227645,0,0,0,0,0
ENSG00000283622,0,0,0,0,0
ENSG00000078589,0,0,0,0,0
ENSG00000232168,0,0,0,0,0
ENSG00000147138,0,0,0,0,0
ENSG00000271005,0,0,0,0,0
ENSG00000225025,0,0,0,0,0
ENSG00000078596,0,0,0,0,0
ENSG00000270268,0,0,0,0,0
ENSG00000122145,0,0,0,0,0
ENSG00000278530,0,0,2,0,0
ENSG00000174016,1,0,0,0,0
ENSG00000230247,0,0,0,0,0
ENSG00000228051,1,0,0,1,1
ENSG00000228612,13,7,3,14,2
ENSG00000165288,451,471,439,467,400
ENSG00000225715,0,3,0,0,0
ENSG00000239008,0,0,0,0,0
ENSG00000212623,0,0,0,0,0
ENSG00000073905,452,643,601,479,619
ENSG00000212546,0,0,0,0,0
ENSG00000284618,2,1,0,2,1
ENSG00000198157,45,54,34,46,69
ENSG00000131171,1109,1085,771,1237,1088
ENSG00000231875,2,0,2,0,0
ENSG00000224523,0,1,0,1,0
ENSG00000288059,1,0,0,0,0
ENSG00000233446,0,0,0,0,0
ENSG00000206826,0,0,0,0,0
ENSG00000228041,0,0,0,0,0
ENSG00000213653,0,0,0,0,0
ENSG00000202183,0,0,0,0,0
ENSG00000236365,0,1,0,0,1
ENSG00000232735,0,0,0,0,0
ENSG00000279437,0,0,0,0,0
ENSG00000196767,0,0,0,0,0
ENSG00000236870,0,0,0,0,0
ENSG00000215102,42,64,74,66,67
ENSG00000183035,0,0,0,0,0
ENSG00000072133,118,124,85,94,125
ENSG00000221494,0,0,0,0,0
ENSG00000165259,67,91,68,92,83
ENSG00000233484,0,0,0,0,0
ENSG00000237211,0,0,0,0,2
ENSG00000229547,0,0,0,0,0
ENSG00000230781,0,0,0,0,0
ENSG00000155008,267,382,302,281,420
ENSG00000184788,0,0,1,0,0
ENSG00000283446,0,0,0,0,0
ENSG00000276391,0,0,0,0,0
ENSG00000235461,0,0,0,0,0
ENSG00000147180,48,41,37,28,50
ENSG00000124429,0,0,0,0,0
ENSG00000283435,0,0,0,0,0
ENSG00000223707,0,0,0,0,0
ENSG00000276892,0,0,0,0,0
ENSG00000188419,470,557,421,544,516
ENSG00000199051,0,0,0,0,0
ENSG00000199567,1,0,0,0,0
ENSG00000234039,0,0,0,0,0
ENSG00000225536,2,4,3,5,6
ENSG00000223574,0,0,0,0,0
ENSG00000126733,0,0,0,0,0
ENSG00000215093,23,3,1,37,6
ENSG00000223772,0,0,0,0,0
ENSG00000277717,0,0,0,0,0
ENSG00000231478,0,0,0,0,0
ENSG00000271290,0,0,0,0,0
ENSG00000236190,0,0,0,0,0
ENSG00000271457,0,0,0,0,0
ENSG00000200422,0,0,0,0,0
ENSG00000230478,0,0,0,0,0
ENSG00000102271,0,0,0,0,0
ENSG00000237506,417,485,573,356,529
ENSG00000282914,0,0,0,0,0
ENSG00000271205,0,0,0,0,0
ENSG00000270446,0,0,0,0,0
ENSG00000271056,0,0,0,0,0
ENSG00000230706,0,0,0,0,0
ENSG00000230956,11,36,42,8,32
ENSG00000252016,0,0,0,0,0
ENSG00000271693,0,0,0,0,0
ENSG00000147183,0,0,0,0,0
ENSG00000271157,0,0,0,0,0
ENSG00000232576,0,0,0,0,0
ENSG00000270745,0,0,0,0,0
ENSG00000224065,0,0,0,0,0
ENSG00000225012,0,0,0,0,0
ENSG00000153779,0,0,0,0,0
ENSG00000227581,4,3,4,0,1
ENSG00000226081,8,10,6,8,6
ENSG00000274022,0,0,0,0,0
ENSG00000227434,0,0,0,0,0
ENSG00000229667,0,0,0,0,0
ENSG00000207515,0,0,0,0,0
ENSG00000206062,0,0,0,0,0
ENSG00000234161,0,0,2,0,0
ENSG00000236413,0,0,0,0,0
ENSG00000174740,29,36,22,34,31
ENSG00000230275,0,0,0,0,0
ENSG00000102290,0,0,0,0,0
ENSG00000222440,0,0,0,0,0
ENSG00000234702,5,5,4,1,3
ENSG00000229132,1182,2588,2496,1367,2798
ENSG00000215089,0,16,7,1,14
ENSG00000230543,0,0,0,0,0
ENSG00000225912,31,35,27,19,27
ENSG00000285445,0,0,0,0,0
ENSG00000237873,0,0,0,0,0
ENSG00000234130,33,37,36,40,44
ENSG00000234322,271,338,380,208,378
ENSG00000237381,0,0,0,0,0
ENSG00000228301,0,0,0,0,0
ENSG00000186310,2,4,5,2,8
ENSG00000179083,0,0,0,0,0
ENSG00000270826,0,0,0,0,0
ENSG00000212495,0,0,0,0,0
ENSG00000202410,0,0,0,0,0
ENSG00000227521,0,0,0,0,0
ENSG00000232293,0,0,0,0,0
ENSG00000231001,0,0,0,0,0
ENSG00000221187,0,0,0,0,0
ENSG00000271094,0,0,0,0,0
ENSG00000223467,6,0,0,3,0
ENSG00000201567,0,0,0,0,0
ENSG00000215085,0,1,0,0,0
ENSG00000236185,0,0,0,0,0
ENSG00000226307,0,0,0,0,0
ENSG00000235425,0,0,0,0,0
ENSG00000270583,0,0,0,0,0
ENSG00000232842,16,14,13,12,12
ENSG00000242998,0,0,0,0,0
ENSG00000203262,0,0,0,0,0
ENSG00000286523,0,0,0,0,0
ENSG00000232069,0,0,0,0,0
ENSG00000271209,0,0,0,0,0
ENSG00000223260,0,0,0,0,0
ENSG00000229693,0,0,0,0,0
ENSG00000147202,612,547,413,666,549
ENSG00000207426,0,0,0,0,0
ENSG00000204086,1,2,1,3,0
ENSG00000214628,0,0,0,0,2
ENSG00000277900,0,0,0,0,0
ENSG00000265260,0,0,0,0,0
ENSG00000236256,0,1,0,3,0
ENSG00000233887,0,0,0,0,0
ENSG00000237752,0,0,0,1,0
ENSG00000234889,0,0,0,0,0
ENSG00000236243,0,0,0,0,0
ENSG00000271322,0,0,0,0,0
ENSG00000213704,0,0,0,0,0
ENSG00000226837,0,0,0,0,0
ENSG00000281566,0,0,0,0,0
ENSG00000270308,0,0,0,0,0
ENSG00000215070,1,1,0,0,0
ENSG00000229946,0,0,0,0,0
ENSG00000252296,0,0,0,0,0
ENSG00000236988,0,0,0,1,0
ENSG00000230592,4,0,1,2,2
ENSG00000165194,0,5,1,2,2
ENSG00000000005,0,0,0,0,0
ENSG00000000003,385,323,288,399,332
ENSG00000102359,898,647,576,890,625
ENSG00000102362,127,146,164,130,159
ENSG00000223819,4,0,0,2,2
ENSG00000238116,1,2,0,0,2
ENSG00000275320,0,0,0,0,0
ENSG00000101811,257,386,373,221,427
ENSG00000202231,0,0,0,0,1
ENSG00000007952,4,5,2,6,1
ENSG00000239345,0,1,0,0,1
ENSG00000233680,2,0,0,0,0
ENSG00000179031,0,1,0,0,0
ENSG00000182489,0,4,1,0,1
ENSG00000182574,0,0,1,0,0
ENSG00000174225,9,1,3,1,0
ENSG00000188917,231,308,262,231,313
ENSG00000225839,0,1,2,0,0
ENSG00000126950,79,28,34,81,45
ENSG00000102384,326,400,259,371,413
ENSG00000231643,0,0,0,0,0
ENSG00000102385,10,9,24,28,21
ENSG00000102387,5,6,5,12,16
ENSG00000202024,0,0,0,0,0
ENSG00000270813,0,1,0,1,0
ENSG00000183911,0,0,0,0,0
ENSG00000126953,63,91,101,49,100
ENSG00000010671,2,0,0,1,0
ENSG00000241343,38,68,46,39,59
ENSG00000257529,0,0,0,0,0
ENSG00000102393,230,384,298,229,451
ENSG00000126945,743,1069,993,677,1140
ENSG00000196440,345,477,688,387,531
ENSG00000234557,0,0,0,0,0
ENSG00000237682,47,76,74,40,63
ENSG00000126947,510,743,709,506,730
ENSG00000204072,13,35,40,18,26
ENSG00000198960,161,247,259,165,282
ENSG00000102401,1387,1340,1139,1371,1259
ENSG00000228275,0,0,0,0,0
ENSG00000261101,8,13,9,12,8
ENSG00000207291,5,2,6,7,7
ENSG00000286000,2,3,0,1,1
ENSG00000184867,1007,1506,1326,965,1469
ENSG00000223753,0,0,0,0,0
ENSG00000212584,0,0,0,0,0
ENSG00000229090,0,0,0,0,0
ENSG00000178146,219,128,116,269,100
ENSG00000126952,0,0,0,0,0
ENSG00000166432,5,3,1,12,4
ENSG00000235196,0,0,0,0,0
ENSG00000252810,0,0,0,0,0
ENSG00000235976,0,0,0,0,0
ENSG00000226119,0,0,0,0,0
ENSG00000234901,0,0,0,0,0
ENSG00000184905,0,1,0,0,1
ENSG00000204071,0,0,6,0,1
ENSG00000286794,0,0,0,0,0
ENSG00000184515,1,0,0,0,0
ENSG00000251525,0,0,0,0,0
ENSG00000268235,0,0,0,0,0
ENSG00000269405,0,0,0,0,0
ENSG00000273746,0,0,0,0,0
ENSG00000284800,0,0,0,0,0
ENSG00000269437,0,0,0,0,0
ENSG00000231590,0,0,0,0,0
ENSG00000215029,0,0,0,0,0
ENSG00000158164,18,82,77,19,100
ENSG00000176318,0,0,0,0,0
ENSG00000196970,0,0,0,0,0
ENSG00000125962,75,133,109,89,144
ENSG00000271147,53,52,43,43,55
ENSG00000270050,0,0,0,0,0
ENSG00000227211,0,0,0,1,0
ENSG00000198932,235,175,162,237,136
ENSG00000286327,5,1,2,5,1
ENSG00000252294,0,0,6,1,0
ENSG00000230320,0,0,0,3,0
ENSG00000158301,222,223,284,190,251
ENSG00000286237,4,2,5,4,2
ENSG00000198908,7,2,1,0,4
ENSG00000223546,40,58,37,44,58
ENSG00000232282,0,0,0,1,0
ENSG00000229954,2,0,0,2,0
ENSG00000237300,0,0,0,0,0
ENSG00000237628,0,0,0,0,0
ENSG00000228316,0,0,0,1,0
ENSG00000224471,0,0,0,0,0
ENSG00000226056,0,0,0,0,0
ENSG00000234886,0,0,0,0,0
ENSG00000227649,0,0,0,0,0
ENSG00000229794,0,0,0,0,0
ENSG00000239407,13,22,19,31,23
ENSG00000102128,0,3,3,5,1
ENSG00000234050,0,0,1,4,0
ENSG00000286846,15,7,12,8,7
ENSG00000224632,0,0,0,0,0
ENSG00000133169,55,195,268,34,230
ENSG00000147206,1,0,0,3,1
ENSG00000226241,0,0,0,0,0
ENSG00000233071,0,0,0,0,0
ENSG00000102409,249,289,273,295,306
ENSG00000180964,779,808,687,685,829
ENSG00000224692,0,0,0,0,0
ENSG00000204065,0,1,2,0,1
ENSG00000133134,4,1,3,2,4
ENSG00000182916,228,177,180,183,188
ENSG00000238049,0,0,0,0,0
ENSG00000185222,1006,1371,1205,953,1380
ENSG00000166681,1379,1740,2329,1156,1975
ENSG00000281091,6,6,13,5,9
ENSG00000234405,10,11,9,10,11
ENSG00000172476,24,21,17,28,18
ENSG00000287619,0,1,0,0,0
ENSG00000133142,785,1558,1769,654,1724
ENSG00000279894,4,7,12,4,15
ENSG00000196507,355,704,889,355,797
ENSG00000224031,0,1,1,0,0
ENSG00000172465,188,443,356,184,424
ENSG00000180284,0,0,0,0,0
ENSG00000123562,4328,6489,5817,4334,6566
ENSG00000231154,6,8,3,9,4
ENSG00000188828,2,3,1,0,2
ENSG00000288597,3,8,4,2,2
ENSG00000179363,2,1,1,0,2
ENSG00000123560,8,21,16,16,26
ENSG00000123570,20,41,26,31,23
ENSG00000231728,6,8,14,24,13
ENSG00000222419,0,0,0,0,1
ENSG00000231787,1,2,0,1,0
ENSG00000276298,0,0,3,2,0
ENSG00000234345,2,2,0,0,3
ENSG00000158427,6,15,7,5,10
ENSG00000230312,1,3,2,8,11
ENSG00000227067,0,0,0,0,0
ENSG00000123569,0,0,0,0,0
ENSG00000101812,0,0,0,0,0
ENSG00000235946,4,7,1,9,5
ENSG00000269226,16,6,11,5,15
ENSG00000269743,38,36,39,38,42
ENSG00000166707,3,6,5,5,10
ENSG00000123575,525,722,606,612,703
ENSG00000123576,0,0,0,0,1
ENSG00000189108,1,4,0,0,0
ENSG00000232665,0,1,0,1,0
ENSG00000223733,0,0,0,0,0
ENSG00000268629,0,0,0,0,0
ENSG00000181819,127,125,108,105,123
ENSG00000206864,0,0,0,0,0
ENSG00000123572,58,144,92,62,127
ENSG00000123561,0,0,0,0,0
ENSG00000230788,0,0,0,0,0
ENSG00000157502,14,4,4,4,3
ENSG00000256709,0,0,0,0,0
ENSG00000202407,0,0,0,0,0
ENSG00000224816,0,0,0,0,0
ENSG00000227657,0,0,0,0,0
ENSG00000277673,0,0,0,0,0
ENSG00000147231,21,31,21,37,15
ENSG00000263515,0,0,0,0,0
ENSG00000133135,3,3,5,3,1
ENSG00000133138,471,428,291,572,425
ENSG00000133131,632,568,560,671,573
ENSG00000147223,0,0,0,0,1
ENSG00000165376,9,0,5,0,1
ENSG00000231144,0,0,0,0,0
ENSG00000089682,192,207,194,182,237
ENSG00000198088,0,2,2,0,0
ENSG00000213569,21,70,53,19,76
ENSG00000199832,0,0,0,0,0
ENSG00000080572,0,0,0,0,0
ENSG00000204053,0,0,0,0,0
ENSG00000215007,12,11,6,5,10
ENSG00000214720,0,0,0,0,0
ENSG00000227610,0,0,0,0,0
ENSG00000147234,2,0,0,1,3
ENSG00000147224,305,711,628,301,687
ENSG00000157514,285,275,275,247,314
ENSG00000170935,0,0,0,0,0
ENSG00000080561,321,440,350,329,426
ENSG00000236064,1,2,1,2,0
ENSG00000207363,0,0,0,0,0
ENSG00000225728,0,0,0,0,0
ENSG00000277883,1,2,1,5,5
ENSG00000170925,0,1,2,0,0
ENSG00000101842,6,4,3,14,12
ENSG00000101843,511,768,691,467,783
ENSG00000101844,137,219,187,145,212
ENSG00000197565,12,15,43,6,13
ENSG00000189372,0,0,0,0,0
ENSG00000188153,649,449,488,708,480
ENSG00000207146,2,4,5,11,0
ENSG00000133124,3,0,0,0,0
ENSG00000237863,0,0,0,0,0
ENSG00000201443,0,0,0,0,0
ENSG00000275110,0,0,2,0,1
ENSG00000215000,0,0,0,0,0
ENSG00000101890,0,0,0,1,2
ENSG00000101888,158,195,129,169,223
ENSG00000233874,3,1,1,2,4
ENSG00000176076,2,3,5,1,9
ENSG00000068366,2069,3152,2474,2070,3064
ENSG00000237319,0,0,0,0,0
ENSG00000252069,0,0,0,0,0
ENSG00000225381,0,0,0,0,0
ENSG00000157600,366,518,543,330,562
ENSG00000208013,0,0,0,0,0
ENSG00000265584,0,0,0,0,0
ENSG00000101935,480,581,406,453,489
ENSG00000208883,0,0,0,0,0
ENSG00000224142,0,0,2,0,0
ENSG00000133136,16,2,0,11,16
ENSG00000243978,10,10,15,16,12
ENSG00000287685,0,0,0,0,0
ENSG00000225366,0,0,0,0,0
ENSG00000228042,0,0,0,0,0
ENSG00000101938,39,50,31,60,46
ENSG00000077264,1,1,1,1,2
ENSG00000226112,0,0,0,0,0
ENSG00000234349,0,0,0,0,0
ENSG00000077274,0,0,0,0,0
ENSG00000077279,0,0,0,0,0
ENSG00000251954,0,0,0,0,0
ENSG00000223904,2,0,0,0,0
ENSG00000260802,0,0,0,0,0
ENSG00000229939,4,5,4,2,0
ENSG00000225031,529,573,478,657,520
ENSG00000236189,2,0,0,3,0
ENSG00000101901,385,432,388,456,443
ENSG00000201420,0,0,0,0,0
ENSG00000229487,7,5,8,7,11
ENSG00000072315,0,0,2,0,2
ENSG00000204025,0,0,0,0,0
ENSG00000271421,0,0,0,0,0
ENSG00000271464,0,0,0,0,0
ENSG00000271400,0,0,0,0,0
ENSG00000187823,0,0,0,0,0
ENSG00000182508,0,0,0,0,0
ENSG00000200436,0,0,0,0,0
ENSG00000213652,0,0,0,1,0
ENSG00000126016,189,285,224,200,210
ENSG00000283775,0,0,0,0,0
ENSG00000243011,0,0,0,0,0
ENSG00000286072,0,0,0,0,1
ENSG00000252930,0,0,0,0,0
ENSG00000286767,0,0,0,0,0
ENSG00000235329,0,0,0,0,0
ENSG00000220541,0,0,0,0,0
ENSG00000241743,0,2,0,0,1
ENSG00000270524,0,0,0,0,0
ENSG00000201674,0,0,0,0,0
ENSG00000207220,0,0,0,0,0
ENSG00000240327,0,0,0,0,0
ENSG00000212611,0,0,0,0,0
ENSG00000288595,1,0,0,0,0
ENSG00000230502,0,0,0,0,0
ENSG00000271686,0,0,0,0,0
ENSG00000226547,1,0,0,0,0
ENSG00000147246,0,0,0,0,0
ENSG00000224664,0,0,0,0,0
ENSG00000208839,0,0,0,0,0
ENSG00000212100,0,0,0,0,0
ENSG00000222321,0,0,0,0,0
ENSG00000276158,0,0,0,0,0
ENSG00000221710,0,0,0,0,0
ENSG00000222715,0,0,0,0,0
ENSG00000224773,19,33,28,8,32
ENSG00000199001,0,0,0,0,0
ENSG00000270413,0,0,0,0,0
ENSG00000123496,163,81,35,221,68
ENSG00000222122,0,0,0,0,0
ENSG00000238223,0,0,0,0,0
ENSG00000236080,0,0,0,0,0
ENSG00000130224,405,526,419,466,599
ENSG00000271907,1,0,0,0,1
ENSG00000212241,0,0,0,0,0
ENSG00000175718,1,2,2,0,1
ENSG00000235656,0,0,1,0,3
ENSG00000102021,0,0,0,0,0
ENSG00000274374,0,0,0,0,0
ENSG00000271021,2,0,0,0,1
ENSG00000271826,1,3,0,5,3
ENSG00000252441,0,0,0,0,0
ENSG00000102024,2152,3525,2822,2228,3518
ENSG00000270431,0,0,0,0,1
ENSG00000227881,0,0,0,0,0
ENSG00000235244,0,2,1,0,2
ENSG00000234785,4,0,2,8,5
ENSG00000228532,160,210,218,113,246
ENSG00000229335,0,0,0,0,0
ENSG00000266828,0,0,0,0,0
ENSG00000231371,0,0,0,0,0
ENSG00000234558,100,171,124,126,144
ENSG00000180772,0,0,0,0,0
ENSG00000207033,0,0,0,0,0
ENSG00000268104,0,0,0,0,0
ENSG00000204019,0,0,0,0,0
ENSG00000236077,0,0,0,0,0
ENSG00000237860,0,0,0,0,0
ENSG00000230159,0,0,0,0,0
ENSG00000224217,0,1,0,0,1
ENSG00000206752,0,0,0,0,0
ENSG00000213526,1,7,2,1,5
ENSG00000238066,0,0,0,0,0
ENSG00000224314,0,0,0,0,0
ENSG00000279587,0,0,0,2,0
ENSG00000003096,28,22,21,22,41
ENSG00000200291,0,0,0,0,0
ENSG00000237458,0,0,0,0,0
ENSG00000234524,0,0,0,0,0
ENSG00000270619,0,0,0,0,0
ENSG00000131725,384,509,413,388,524
ENSG00000221463,0,0,0,0,0
ENSG00000147251,728,1036,753,781,942
ENSG00000206862,0,0,0,0,1
ENSG00000230399,2,2,0,0,0
ENSG00000131724,1876,2205,1794,1887,2160
ENSG00000239182,0,0,0,0,0
ENSG00000250995,10,5,13,7,4
ENSG00000174460,0,2,0,0,0
ENSG00000203650,3,0,1,2,2
ENSG00000224341,1,0,0,0,1
ENSG00000231270,0,0,0,0,0
ENSG00000175556,0,7,4,0,0
ENSG00000277535,0,0,0,0,0
ENSG00000250423,0,0,0,0,0
ENSG00000227864,0,0,0,0,0
ENSG00000230170,1,1,0,0,0
ENSG00000270625,0,0,0,0,0
ENSG00000101856,4672,4097,3713,4840,4265
ENSG00000214992,1,5,2,4,0
ENSG00000230392,0,0,0,0,0
ENSG00000226661,0,0,0,0,0
ENSG00000227814,0,0,0,0,0
ENSG00000077713,428,564,553,396,601
ENSG00000237903,1,0,1,1,5
ENSG00000207175,1,1,5,0,1
ENSG00000266420,8,0,5,3,1
